,doch,jedoch,aber,andererseits,allerdings,hingegen
occurring,0.0,0.0,1.0,0.0,0.0,0.0
occurs,0.0,2.0,1.0,0.0,0.0,0.0
ocean,0.0,0.0,1.0,0.0,0.0,0.0
october,2.0,1.0,6.0,0.0,0.0,0.0
oda,0.0,0.0,1.0,0.0,0.0,0.0
odd,1.0,1.0,2.0,0.0,0.0,0.0
oddly,0.0,0.0,1.0,0.0,0.0,0.0
odds,0.0,1.0,0.0,0.0,0.0,0.0
oecd,1.0,0.0,2.0,0.0,0.0,0.0
of,685.0,749.0,2125.0,109.0,221.0,27.0
off,1.0,3.0,5.0,2.0,2.0,0.0
offcuts,0.0,1.0,0.0,0.0,0.0,0.0
offence,1.0,0.0,1.0,0.0,0.0,0.0
offences,1.0,2.0,2.0,0.0,0.0,0.0
offenders,0.0,0.0,3.0,0.0,0.0,0.0
offends,0.0,1.0,0.0,0.0,0.0,0.0
offensive,1.0,0.0,2.0,0.0,0.0,0.0
offer,5.0,3.0,13.0,1.0,1.0,1.0
offered,0.0,1.0,3.0,0.0,1.0,0.0
offering,1.0,4.0,0.0,0.0,0.0,0.0
offers,2.0,6.0,6.0,0.0,2.0,0.0
office,3.0,2.0,8.0,0.0,2.0,0.0
officer,0.0,0.0,0.0,0.0,1.0,0.0
officers,1.0,0.0,1.0,0.0,0.0,0.0
official,2.0,0.0,3.0,0.0,0.0,0.0
officially,1.0,2.0,1.0,0.0,0.0,0.0
officials,2.0,0.0,9.0,0.0,1.0,0.0
officio,0.0,0.0,1.0,0.0,0.0,0.0
offset,0.0,1.0,0.0,0.0,0.0,0.0
often,6.0,23.0,28.0,0.0,6.0,0.0
oh,1.0,0.0,1.0,0.0,1.0,0.0
oil,1.0,2.0,8.0,1.0,0.0,0.0
old,4.0,2.0,6.0,1.0,0.0,0.0
older,0.0,1.0,2.0,0.0,0.0,0.0
olive,1.0,1.0,2.0,0.0,0.0,0.0
olsson,0.0,0.0,1.0,0.0,0.0,0.0
olympic,0.0,0.0,1.0,0.0,0.0,0.0
olympics,0.0,0.0,2.0,0.0,0.0,0.0
ombudsman,1.0,2.0,3.0,0.0,0.0,0.0
ombudsmen,0.0,0.0,1.0,0.0,0.0,0.0
omission,1.0,1.0,1.0,0.0,0.0,0.0
omits,0.0,0.0,1.0,0.0,0.0,0.0
omitted,1.0,1.0,1.0,0.0,1.0,0.0
omnipresent,1.0,0.0,0.0,0.0,0.0,0.0
on,194.0,250.0,616.0,1605.0,106.0,172.0
on-line,0.0,0.0,1.0,0.0,0.0,0.0
once,16.0,17.0,30.0,2.0,3.0,0.0
once-simple,0.0,0.0,1.0,0.0,0.0,0.0
one,92.0,133.0,263.0,76.0,49.0,0.0
one',0.0,0.0,1.0,0.0,0.0,0.0
one's,0.0,0.0,1.0,1.0,0.0,0.0
one-hour,0.0,1.0,0.0,0.0,0.0,0.0
one-minute,0.0,0.0,1.0,0.0,0.0,0.0
one-off,0.0,1.0,0.0,0.0,0.0,0.0
one-sided,0.0,0.0,1.0,0.0,0.0,0.0
one;,0.0,1.0,2.0,0.0,0.0,0.0
onerous,1.0,0.0,0.0,0.0,0.0,0.0
ones,10.0,1.0,15.0,2.0,1.0,0.0
oneself,0.0,1.0,0.0,0.0,0.0,0.0
one’s,0.0,1.0,0.0,0.0,0.0,0.0
ongoing,0.0,2.0,2.0,0.0,0.0,0.0
only,69.0,137.0,242.0,4.0,46.0,3.0
onto,0.0,0.0,2.0,0.0,0.0,0.0
oomen-ruijten,0.0,1.0,0.0,0.0,0.0,0.0
oostlander,0.0,0.0,1.0,0.0,0.0,0.0
open,3.0,5.0,24.0,1.0,1.0,0.0
open-minded,0.0,1.0,0.0,0.0,0.0,0.0
opened,3.0,0.0,1.0,0.0,1.0,0.0
opening,0.0,3.0,3.0,0.0,0.0,0.0
openly,0.0,2.0,3.0,0.0,1.0,0.0
openness,0.0,1.0,2.0,1.0,0.0,0.0
opens,0.0,2.0,2.0,0.0,1.0,0.0
operate,1.0,2.0,0.0,0.0,1.0,0.0
operates,0.0,0.0,1.0,0.0,0.0,0.0
operating,0.0,1.0,1.0,0.0,1.0,0.0
operation,3.0,2.0,6.0,0.0,0.0,0.0
operational,1.0,0.0,2.0,0.0,0.0,0.0
operations,2.0,3.0,4.0,0.0,1.0,0.0
operative,0.0,0.0,1.0,0.0,0.0,0.0
operator,0.0,1.0,1.0,0.0,0.0,0.0
operator's,0.0,0.0,0.0,1.0,0.0,0.0
operators,4.0,2.0,4.0,0.0,0.0,0.0
opinion,14.0,24.0,34.0,0.0,1.0,0.0
opinions,1.0,2.0,5.0,1.0,0.0,0.0
opium,0.0,0.0,1.0,0.0,0.0,0.0
opponent,0.0,0.0,1.0,0.0,0.0,0.0
opponents,0.0,1.0,1.0,0.0,0.0,0.0
opportunist,0.0,1.0,0.0,0.0,0.0,0.0
opportunities,8.0,3.0,19.0,0.0,1.0,0.0
opportunities;,1.0,0.0,1.0,0.0,0.0,0.0
opportunity,3.0,5.0,17.0,0.0,3.0,1.0
oppose,0.0,12.0,7.0,0.0,0.0,0.0
opposed,2.0,14.0,9.0,0.0,5.0,0.0
opposes,0.0,1.0,0.0,0.0,0.0,0.0
opposing,0.0,0.0,0.0,0.0,1.0,0.0
opposite,2.0,7.0,6.0,0.0,0.0,0.0
opposition,2.0,2.0,12.0,0.0,0.0,1.0
oppressed,2.0,0.0,1.0,0.0,0.0,0.0
oppression,0.0,1.0,2.0,0.0,0.0,0.0
opt,1.0,0.0,0.0,0.0,2.0,0.0
opt-in,1.0,0.0,0.0,0.0,0.0,0.0
opt-out,0.0,0.0,2.0,0.0,0.0,0.0
opted,0.0,2.0,1.0,0.0,1.0,0.0
optical,0.0,0.0,0.0,0.0,1.0,0.0
optimal,0.0,0.0,1.0,0.0,0.0,0.0
optimising,0.0,1.0,0.0,0.0,0.0,0.0
optimism,1.0,0.0,3.0,0.0,0.0,0.0
optimistic,1.0,3.0,6.0,0.0,1.0,0.0
optimists,0.0,1.0,0.0,0.0,0.0,0.0
optimum,0.0,0.0,0.0,0.0,1.0,0.0
opting,0.0,2.0,0.0,0.0,1.0,0.0
option,1.0,7.0,3.0,0.0,0.0,0.0
optional,0.0,2.0,1.0,0.0,2.0,0.0
options,3.0,0.0,2.0,0.0,1.0,0.0
or,39.0,24.0,131.0,6.0,10.0,5.0
oral,0.0,3.0,3.0,0.0,2.0,0.0
orange,1.0,0.0,0.0,0.0,0.0,0.0
orchestra,0.0,0.0,1.0,0.0,0.0,0.0
orchestra;,0.0,0.0,1.0,0.0,0.0,0.0
orden,0.0,0.0,1.0,0.0,0.0,0.0
order,13.0,31.0,50.0,5.0,3.0,2.0
ordered,0.0,0.0,1.0,0.0,0.0,0.0
orderly,0.0,0.0,0.0,0.0,0.0,1.0
ordinary,1.0,1.0,1.0,0.0,0.0,0.0
organ,0.0,1.0,2.0,0.0,0.0,0.0
organic,0.0,0.0,2.0,0.0,0.0,0.0
organisation,4.0,3.0,4.0,0.0,2.0,0.0
organisational,0.0,0.0,1.0,0.0,0.0,0.0
organisations,0.0,3.0,3.0,2.0,0.0,0.0
organise,1.0,0.0,1.0,0.0,0.0,0.0
organised,1.0,1.0,6.0,1.0,0.0,0.0
organises,0.0,0.0,1.0,0.0,0.0,0.0
organising,0.0,0.0,1.0,0.0,0.0,0.0
organism,1.0,0.0,0.0,0.0,0.0,0.0
organisms,1.0,0.0,1.0,0.0,0.0,0.0
organization,0.0,2.0,2.0,0.0,0.0,0.0
organization;,0.0,0.0,0.0,1.0,0.0,0.0
organizations,1.0,1.0,3.0,0.0,0.0,0.0
organize,0.0,0.0,1.0,0.0,0.0,0.0
organized,0.0,0.0,1.0,0.0,0.0,0.0
organs,0.0,1.0,0.0,0.0,0.0,0.0
orient,0.0,0.0,1.0,0.0,0.0,0.0
orientation,0.0,1.0,1.0,0.0,0.0,0.0
orientations,0.0,1.0,0.0,0.0,1.0,0.0
oriented,0.0,0.0,0.0,1.0,0.0,0.0
origin,5.0,1.0,7.0,0.0,0.0,0.0
original,5.0,1.0,5.0,0.0,0.0,0.0
originality,0.0,1.0,0.0,0.0,0.0,0.0
originally,2.0,1.0,2.0,0.0,0.0,0.0
origins,0.0,1.0,1.0,0.0,0.0,0.0
ortega,0.0,0.0,1.0,0.0,0.0,0.0
orthodox,0.0,0.0,1.0,0.0,0.0,0.0
osce,0.0,0.0,1.0,0.0,0.0,0.0
oslo,0.0,0.0,1.0,0.0,0.0,0.0
ossetia,0.0,0.0,3.0,0.0,0.0,0.0
ostensibly,0.0,0.0,1.0,0.0,0.0,0.0
other,49.0,103.0,198.0,79.0,32.0,59.0
others,7.0,8.0,43.0,0.0,1.0,6.0
others',0.0,0.0,1.0,0.0,0.0,0.0
others;,0.0,0.0,1.0,0.0,0.0,0.0
otherwise,2.0,3.0,8.0,10.0,0.0,0.0
ought,8.0,6.0,5.0,0.0,1.0,0.0
our,82.0,82.0,259.0,10.0,27.0,4.0
ours,1.0,0.0,3.0,0.0,0.0,0.0
ourselves,10.0,6.0,11.0,0.0,1.0,0.0
out,37.0,46.0,99.0,4.0,8.0,0.0
out',0.0,0.0,0.0,1.0,0.0,0.0
out-and-out,0.0,0.0,1.0,0.0,0.0,0.0
outbreak,0.0,0.0,1.0,0.0,0.0,0.0
outcome,2.0,5.0,11.0,0.0,1.0,0.0
outcomes,1.0,0.0,1.0,0.0,0.0,0.0
outdated,0.0,0.0,2.0,0.0,0.0,0.0
outer,0.0,0.0,2.0,0.0,0.0,0.0
outermost,1.0,1.0,1.0,0.0,0.0,0.0
outlay,0.0,0.0,1.0,0.0,0.0,0.0
outlets,1.0,0.0,0.0,0.0,0.0,0.0
outlined,0.0,2.0,1.0,0.0,0.0,0.0
outlines,1.0,0.0,1.0,0.0,1.0,0.0
output,1.0,0.0,1.0,0.0,0.0,0.0
outrage,0.0,0.0,1.0,0.0,0.0,0.0
outrageous,1.0,1.0,2.0,0.0,0.0,0.0
outright,0.0,0.0,2.0,0.0,0.0,0.0
outset,1.0,1.0,2.0,0.0,0.0,0.0
outside,4.0,1.0,13.0,0.0,2.0,0.0
outspoken,0.0,0.0,1.0,0.0,0.0,0.0
outstanding,1.0,2.0,0.0,1.0,0.0,0.0
outwardly,0.0,0.0,1.0,0.0,0.0,0.0
outweighs,1.0,1.0,0.0,0.0,0.0,0.0
over,16.0,15.0,39.0,2.0,7.0,0.0
over-ambitious,0.0,1.0,0.0,0.0,0.0,0.0
over-centralisation,0.0,0.0,0.0,1.0,0.0,0.0
over-concerned,0.0,0.0,1.0,0.0,0.0,0.0
over-production,0.0,1.0,0.0,0.0,0.0,0.0
over-stretching,0.0,0.0,0.0,0.0,1.0,0.0
overall,5.0,3.0,18.0,1.0,5.0,0.0
overarching,0.0,0.0,1.0,0.0,0.0,0.0
overcome,4.0,3.0,1.0,0.0,1.0,0.0
overcrowding,0.0,0.0,1.0,0.0,0.0,0.0
overdue,0.0,0.0,2.0,0.0,0.0,0.0
overestimate,0.0,0.0,1.0,0.0,0.0,0.0
overfish,0.0,1.0,0.0,0.0,0.0,0.0
overfishing,0.0,0.0,1.0,0.0,0.0,0.0
overhauling,0.0,0.0,1.0,0.0,0.0,0.0
overlapping,0.0,1.0,0.0,0.0,0.0,0.0
overloaded,0.0,0.0,0.0,0.0,1.0,0.0
overlook,2.0,0.0,2.0,0.0,1.0,0.0
overlooked,1.0,2.0,3.0,1.0,0.0,0.0
overlooking,0.0,0.0,1.0,0.0,1.0,0.0
overlooks,0.0,1.0,0.0,0.0,0.0,0.0
overly,0.0,2.0,0.0,0.0,0.0,0.0
overnight,1.0,0.0,4.0,0.0,1.0,0.0
overriding,0.0,2.0,1.0,0.0,0.0,0.0
overruns;,0.0,0.0,1.0,0.0,0.0,0.0
overseas,0.0,1.0,0.0,1.0,0.0,0.0
oversell,0.0,1.0,0.0,0.0,0.0,0.0
overshadowed,1.0,1.0,1.0,0.0,0.0,0.0
oversight,2.0,0.0,0.0,0.0,0.0,0.0
overstamp,1.0,0.0,0.0,0.0,0.0,0.0
overstate,1.0,0.0,0.0,0.0,0.0,0.0
overstretched,0.0,1.0,0.0,0.0,0.0,0.0
overstretching,0.0,0.0,1.0,0.0,0.0,0.0
overtaken,0.0,2.0,0.0,0.0,1.0,0.0
overtaxed,1.0,0.0,0.0,0.0,0.0,0.0
overthrown,0.0,0.0,1.0,0.0,0.0,0.0
overturns,1.0,0.0,0.0,0.0,0.0,0.0
overview,0.0,0.0,0.0,1.0,0.0,0.0
overwhelming,1.0,0.0,1.0,0.0,0.0,0.0
overwhelmingly,1.0,0.0,0.0,0.0,0.0,0.0
owe,1.0,0.0,1.0,0.0,0.0,0.0
owes,0.0,0.0,0.0,0.0,0.0,1.0
owing,0.0,1.0,1.0,0.0,1.0,0.0
own,22.0,13.0,57.0,1.0,2.0,0.0
own-initiative,1.0,2.0,0.0,0.0,1.0,0.0
owned,0.0,0.0,1.0,0.0,0.0,0.0
owners,0.0,2.0,1.0,0.0,0.0,0.0
ownership,1.0,0.0,0.0,0.0,0.0,0.0
ozone,0.0,0.0,1.0,0.0,0.0,0.0
p,0.0,0.0,3.0,0.0,0.0,0.0
pace,2.0,2.0,2.0,0.0,0.0,0.0
pacific,0.0,0.0,1.0,0.0,0.0,0.0
pacifist,0.0,1.0,0.0,0.0,0.0,0.0
package,2.0,4.0,9.0,1.0,2.0,0.0
packages,0.0,0.0,1.0,0.0,0.0,0.0
packaging,3.0,1.0,1.0,0.0,0.0,0.0
packed,0.0,1.0,0.0,0.0,0.0,0.0
packets,0.0,0.0,2.0,0.0,0.0,0.0
pact,1.0,4.0,15.0,4.0,0.0,0.0
pacts,1.0,0.0,0.0,0.0,0.0,0.0
paedophile,1.0,1.0,0.0,0.0,0.0,0.0
paedophiles,1.0,0.0,0.0,0.0,0.0,0.0
paedophilia,0.0,0.0,1.0,0.0,0.0,0.0
page,0.0,0.0,3.0,0.0,0.0,0.0
pages,0.0,0.0,1.0,0.0,0.0,0.0
paid,4.0,3.0,1.0,0.0,3.0,0.0
pailler,0.0,1.0,0.0,0.0,0.0,0.0
pain,1.0,1.0,0.0,0.0,0.0,0.0
painful,0.0,0.0,4.0,0.0,0.0,0.0
painfully,1.0,0.0,0.0,0.0,0.0,0.0
painters,0.0,0.0,2.0,0.0,0.0,0.0
paints,0.0,0.0,1.0,0.0,0.0,0.0
pairs,0.0,0.0,1.0,0.0,0.0,0.0
pakistan,1.0,0.0,8.0,1.0,0.0,0.0
pakistan's,0.0,1.0,0.0,0.0,0.0,0.0
pakistani,0.0,1.0,1.0,0.0,0.0,0.0
palermo,1.0,0.0,0.0,0.0,0.0,0.0
palestine,0.0,2.0,3.0,0.0,0.0,0.0
palestine's,0.0,0.0,1.0,0.0,0.0,0.0
palestinian,1.0,1.0,6.0,0.0,1.0,0.0
palestinians,1.0,0.0,3.0,0.0,0.0,1.0
pan-african,0.0,0.0,1.0,0.0,0.0,0.0
pan-arab,0.0,0.0,1.0,0.0,0.0,0.0
panacea,0.0,0.0,1.0,0.0,0.0,0.0
pandemic,1.0,0.0,1.0,0.0,0.0,0.0
panel,0.0,2.0,1.0,0.0,0.0,0.0
panels,0.0,0.0,1.0,0.0,0.0,0.0
panic,0.0,0.0,1.0,0.0,0.0,0.0
panoply,0.0,0.0,0.0,0.0,1.0,0.0
pans,0.0,0.0,1.0,0.0,0.0,0.0
papayannakis,0.0,1.0,0.0,0.0,1.0,0.0
paper,3.0,5.0,15.0,1.0,2.0,0.0
papers,0.0,0.0,1.0,0.0,0.0,0.0
paperwork,0.0,0.0,1.0,0.0,0.0,0.0
paper’,0.0,0.0,1.0,0.0,0.0,0.0
papua,0.0,0.0,0.0,1.0,0.0,0.0
paradigm,0.0,0.0,1.0,0.0,0.0,0.0
paradise,0.0,1.0,0.0,0.0,0.0,0.0
paradox,0.0,0.0,2.0,0.0,0.0,0.0
paradoxical,2.0,0.0,3.0,0.0,0.0,0.0
paradoxically,1.0,1.0,1.0,0.0,0.0,0.0
paragraph,1.0,5.0,3.0,1.0,0.0,0.0
paragraphs,0.0,0.0,0.0,0.0,0.0,1.0
parallel,0.0,4.0,1.0,0.0,0.0,0.0
parallels,0.0,0.0,1.0,0.0,0.0,0.0
paralysed,0.0,1.0,1.0,0.0,0.0,0.0
parameters,1.0,0.0,1.0,1.0,0.0,0.0
paratrooper,0.0,1.0,0.0,0.0,0.0,0.0
pardon,0.0,0.0,3.0,0.0,0.0,0.0
parents,0.0,0.0,8.0,0.0,0.0,0.0
pares',0.0,0.0,1.0,0.0,0.0,0.0
paris,0.0,1.0,0.0,0.0,0.0,0.0
parities,1.0,0.0,0.0,0.0,0.0,0.0
park;,0.0,0.0,1.0,0.0,0.0,0.0
parking,0.0,0.0,1.0,0.0,0.0,0.0
parliament,50.0,58.0,113.0,4.0,15.0,0.0
parliament',0.0,0.0,4.0,0.0,1.0,0.0
parliament's,9.0,3.0,5.0,0.0,2.0,0.0
parliament;,0.0,1.0,1.0,0.0,0.0,0.0
parliamentarian,0.0,1.0,0.0,0.0,0.0,0.0
parliamentarians,0.0,1.0,0.0,0.0,0.0,0.0
parliamentary,5.0,2.0,6.0,0.0,1.0,0.0
parliaments,1.0,2.0,6.0,1.0,1.0,0.0
parliament’s,0.0,1.0,0.0,0.0,0.0,0.0
parmesan,0.0,0.0,1.0,0.0,0.0,0.0
parochial,0.0,0.0,1.0,0.0,0.0,0.0
part,17.0,13.0,43.0,12.0,2.0,2.0
part-session,0.0,2.0,2.0,0.0,0.0,0.0
partial,0.0,0.0,1.0,0.0,0.0,0.0
partially,0.0,1.0,2.0,0.0,0.0,0.0
participants,1.0,0.0,1.0,1.0,0.0,0.0
participants',0.0,0.0,0.0,0.0,1.0,0.0
participate,1.0,1.0,3.0,0.0,0.0,0.0
participated,1.0,0.0,0.0,0.0,0.0,0.0
participates,2.0,0.0,0.0,0.0,0.0,0.0
participating,2.0,0.0,0.0,0.0,0.0,0.0
participation,3.0,2.0,5.0,1.0,0.0,0.0
particular,9.0,18.0,54.0,1.0,3.0,0.0
particularly,11.0,11.0,37.0,0.0,3.0,0.0
parties,3.0,5.0,10.0,2.0,0.0,0.0
partly,1.0,2.0,6.0,5.0,0.0,0.0
partner,0.0,0.0,11.0,0.0,0.0,0.0
partners,1.0,1.0,13.0,0.0,1.0,0.0
partnership,0.0,2.0,13.0,1.0,1.0,0.0
partnership’,1.0,0.0,0.0,0.0,0.0,0.0
parts,0.0,4.0,9.0,0.0,0.0,0.0
party,5.0,4.0,16.0,0.0,4.0,0.0
pasqua,0.0,0.0,1.0,0.0,0.0,0.0
pass,0.0,0.0,10.0,0.0,0.0,0.0
passable,0.0,0.0,0.0,0.0,1.0,0.0
passage,1.0,0.0,0.0,0.0,0.0,0.0
passages,1.0,0.0,0.0,0.0,0.0,0.0
passed,1.0,3.0,4.0,0.0,0.0,0.0
passengers,2.0,2.0,2.0,0.0,0.0,0.0
passengers',0.0,1.0,0.0,0.0,0.0,0.0
passes,0.0,0.0,0.0,0.0,1.0,0.0
passing,0.0,1.0,1.0,0.0,1.0,0.0
passion,0.0,2.0,1.0,0.0,0.0,0.0
passive,0.0,1.0,0.0,0.0,0.0,0.0
passivity,0.0,0.0,1.0,0.0,0.0,0.0
passport,0.0,0.0,2.0,0.0,0.0,0.0
passports,0.0,1.0,1.0,0.0,0.0,0.0
past,10.0,3.0,19.0,0.0,1.0,0.0
pasty;,0.0,1.0,0.0,0.0,0.0,0.0
patent,1.0,0.0,1.0,0.0,1.0,0.0
patently,3.0,1.0,1.0,0.0,0.0,0.0
patents,0.0,0.0,1.0,0.0,0.0,0.0
path,2.0,0.0,7.0,0.0,1.0,0.0
pathetic,1.0,0.0,0.0,0.0,0.0,0.0
pathogenic,1.0,0.0,0.0,0.0,0.0,0.0
patience,0.0,0.0,2.0,0.0,0.0,0.0
patient,0.0,0.0,3.0,0.0,0.0,0.0
patients,0.0,4.0,3.0,0.0,0.0,0.0
patients’,0.0,1.0,0.0,0.0,0.0,0.0
patrols,0.0,1.0,0.0,0.0,0.0,0.0
patronizing,1.0,0.0,0.0,0.0,0.0,0.0
patten,2.0,1.0,2.0,0.0,0.0,0.0
patter,0.0,0.0,1.0,0.0,0.0,0.0
pause,0.0,0.0,1.0,0.0,0.0,0.0
pay,4.0,8.0,12.0,1.0,1.0,0.0
pay',1.0,0.0,0.0,0.0,0.0,0.0
paying,1.0,0.0,0.0,0.0,0.0,0.0
payment,2.0,4.0,1.0,1.0,2.0,0.0
payments,2.0,4.0,2.0,2.0,0.0,0.0
pays,0.0,0.0,1.0,0.0,0.0,0.0
pay’,0.0,1.0,0.0,0.0,0.0,0.0
pc,0.0,0.0,1.0,0.0,0.0,0.0
peace,7.0,3.0,29.0,0.0,0.0,0.0
peace',0.0,0.0,1.0,0.0,0.0,0.0
peace-keeping,0.0,0.0,2.0,0.0,0.0,0.0
peaceful,0.0,1.0,5.0,0.0,0.0,0.0
peacefully,1.0,1.0,0.0,0.0,0.0,0.0
peacekeeping,0.0,0.0,1.0,0.0,0.0,0.0
peacemaking,0.0,0.0,0.0,0.0,1.0,0.0
peak,0.0,0.0,1.0,0.0,0.0,0.0
peanuts,0.0,1.0,1.0,0.0,0.0,0.0
peas,0.0,0.0,1.0,0.0,0.0,0.0
peculiar,0.0,1.0,0.0,0.0,0.0,0.0
peculiarity,0.0,0.0,0.0,0.0,1.0,0.0
peddled,1.0,0.0,0.0,0.0,0.0,0.0
pedestrian-friendly,0.0,0.0,1.0,0.0,0.0,0.0
pen's,0.0,0.0,1.0,0.0,0.0,0.0
penal,0.0,0.0,1.0,0.0,0.0,0.0
penalise,1.0,1.0,1.0,0.0,0.0,0.0
penalised,0.0,0.0,1.0,0.0,0.0,0.0
penalises,0.0,1.0,0.0,0.0,0.0,0.0
penalising,1.0,0.0,0.0,0.0,0.0,0.0
penalize,0.0,1.0,0.0,0.0,0.0,0.0
penalties,0.0,0.0,1.0,2.0,0.0,0.0
penalty,2.0,0.0,3.0,1.0,0.0,0.0
pending,0.0,0.0,0.0,0.0,1.0,0.0
peneda-gerês,1.0,0.0,0.0,0.0,0.0,0.0
penetrate,1.0,0.0,0.0,0.0,0.0,0.0
penetration,0.0,1.0,0.0,0.0,0.0,0.0
pension,5.0,4.0,1.0,0.0,0.0,0.0
pensionable,0.0,0.0,1.0,0.0,0.0,0.0
pensioned,0.0,0.0,1.0,0.0,0.0,0.0
pensioner,0.0,0.0,1.0,0.0,0.0,0.0
pensioners,3.0,0.0,0.0,0.0,0.0,0.0
pensioners',1.0,0.0,0.0,0.0,1.0,0.0
pensions,1.0,1.0,4.0,0.0,0.0,0.0
people,43.0,30.0,108.0,3.0,4.0,2.0
people's,3.0,1.0,8.0,0.0,0.0,0.0
people;,0.0,0.0,0.0,0.0,1.0,0.0
peoples,2.0,3.0,2.0,1.0,0.0,0.0
peoples',0.0,1.0,0.0,0.0,0.0,0.0
people’s,0.0,0.0,1.0,0.0,1.0,0.0
per,3.0,2.0,4.0,0.0,2.0,1.0
perceive,0.0,0.0,1.0,0.0,0.0,0.0
percent,0.0,0.0,1.0,0.0,0.0,0.0
percentage,0.0,0.0,2.0,0.0,0.0,0.0
perception,0.0,3.0,1.0,0.0,0.0,0.0
peres,1.0,0.0,0.0,0.0,0.0,0.0
perestroika,0.0,0.0,0.0,0.0,1.0,0.0
perfect,1.0,1.0,18.0,0.0,0.0,0.0
perfection,0.0,0.0,1.0,0.0,0.0,0.0
perfectly,10.0,2.0,8.0,0.0,0.0,0.0
perfomance,0.0,0.0,1.0,0.0,0.0,0.0
perform,1.0,0.0,1.0,0.0,0.0,0.0
performance,0.0,1.0,1.0,2.0,2.0,0.0
performed,1.0,0.0,3.0,0.0,0.0,0.0
performers,0.0,0.0,2.0,0.0,0.0,0.0
performs,0.0,0.0,1.0,0.0,0.0,0.0
perhaps,21.0,10.0,83.0,3.0,5.0,1.0
peril,0.0,0.0,1.0,0.0,0.0,0.0
period,6.0,6.0,13.0,0.0,2.0,0.0
periodic,0.0,0.0,0.0,0.0,1.0,0.0
periodically,0.0,0.0,2.0,0.0,0.0,0.0
periods,4.0,3.0,1.0,0.0,0.0,0.0
peripheral,0.0,2.0,1.0,0.0,0.0,0.0
peripheries,1.0,0.0,0.0,0.0,0.0,0.0
perks,1.0,0.0,0.0,0.0,0.0,0.0
permanent,0.0,0.0,2.0,0.0,0.0,0.0
permanently,0.0,0.0,1.0,0.0,0.0,0.0
permissible,0.0,1.0,0.0,0.0,0.0,0.0
permission,0.0,0.0,1.0,0.0,0.0,0.0
permit,1.0,4.0,5.0,0.0,1.0,0.0
permitirse,0.0,0.0,1.0,0.0,0.0,0.0
permits,1.0,1.0,1.0,0.0,0.0,0.0
permitted,0.0,2.0,2.0,0.0,1.0,0.0
permitting,0.0,1.0,1.0,0.0,0.0,0.0
pernicious,0.0,0.0,1.0,0.0,0.0,0.0
perpetrators,0.0,0.0,1.0,0.0,0.0,0.0
perpetuity,0.0,0.0,1.0,0.0,0.0,0.0
perplexed,1.0,1.0,0.0,0.0,0.0,0.0
persecuted,0.0,0.0,1.0,0.0,0.0,0.0
persecution,1.0,0.0,0.0,0.0,0.0,0.0
persevere,0.0,1.0,1.0,0.0,0.0,0.0
persist,0.0,1.0,2.0,0.0,1.0,0.0
persisted,0.0,1.0,0.0,0.0,0.0,0.0
persistence,0.0,0.0,1.0,0.0,0.0,0.0
persisting,0.0,0.0,1.0,0.0,0.0,0.0
persists,0.0,5.0,2.0,0.0,1.0,0.0
person,1.0,2.0,7.0,0.0,1.0,0.0
personal,4.0,2.0,10.0,1.0,2.0,0.0
personality,1.0,0.0,1.0,0.0,0.0,0.0
personally,5.0,3.0,10.0,0.0,1.0,4.0
personally),0.0,0.0,1.0,0.0,0.0,0.0
personnel,0.0,0.0,2.0,0.0,1.0,0.0
persons,0.0,2.0,3.0,1.0,0.0,0.0
person’s,1.0,0.0,1.0,0.0,0.0,0.0
perspective,5.0,7.0,10.0,0.0,0.0,0.0
perspectives,1.0,1.0,3.0,0.0,2.0,0.0
persuade,3.0,1.0,1.0,0.0,0.0,0.0
persuaded,0.0,1.0,0.0,0.0,0.0,0.0
persuasion,0.0,0.0,1.0,0.0,0.0,0.0
pertain,0.0,2.0,0.0,0.0,0.0,0.0
peru,0.0,0.0,0.0,1.0,0.0,0.0
pervaded,0.0,0.0,0.0,0.0,1.0,0.0
perversion,0.0,1.0,0.0,0.0,0.0,0.0
pesticides,0.0,2.0,4.0,0.0,0.0,0.0
peter,1.0,0.0,0.0,0.0,0.0,0.0
petered,0.0,1.0,0.0,0.0,0.0,0.0
petersberg,0.0,0.0,1.0,0.0,0.0,0.0
petersburg,1.0,0.0,0.0,0.0,0.0,0.0
petition,1.0,0.0,0.0,0.0,0.0,0.0
petitions,1.0,0.0,0.0,0.0,1.0,0.0
petrol,0.0,0.0,0.0,0.0,1.0,0.0
phare,1.0,0.0,1.0,0.0,1.0,0.0
pharmaceutical,0.0,1.0,3.0,0.0,0.0,1.0
pharmaceuticals,0.0,0.0,1.0,0.0,0.0,0.0
phase,2.0,0.0,3.0,0.0,1.0,0.0
phases,0.0,0.0,1.0,0.0,0.0,0.0
phenomena,1.0,0.0,1.0,0.0,0.0,0.0
phenomenal,0.0,0.0,1.0,0.0,0.0,0.0
phenomenon,2.0,0.0,2.0,2.0,0.0,0.0
philip,0.0,0.0,0.0,1.0,0.0,0.0
philosopher',1.0,0.0,0.0,0.0,0.0,0.0
philosophical,1.0,0.0,0.0,0.0,0.0,0.0
philosophy,1.0,0.0,0.0,0.0,0.0,0.0
phnom,0.0,0.0,1.0,0.0,0.0,0.0
phones,0.0,0.0,1.0,0.0,0.0,0.0
